"title","genres","tmdb_id","overview","release_year"
"One Hell of a Christmas","Horror, Crime, Action, Comedy",256452,"""One Hell of a Christmas"" is a dark and action packed comedy that takes place in a modern city as well as in a fearful underworld. When Carlitos is released after doing 2 years of ""hard time"", he attempts to redeem himself and sets an example for his 5 year-old son. However, when a friend confronts him with a very dark and horrifying scam for some quick dough and good times, he declines, but never the less he soon finds himself entangled in a web of sex, drugs and Christmas carols.","2002"
"The Christmas Letter","Animation, Family, TV Movie",657912,"Christmas-mad kid Henry tries to bring some much-needed cheer into a lonely old lady’s life in this touching festive animation narrated by Kate Winslet.","2019"
"Cartoon Network Christmas: Yuletide Follies","Animation, Family, Comedy",405794,"Ring in the holiday season the Cartoon Network way via nine original tales that run the gamut from naughty to nice. The stories feature popular animated characters such as Ed, Edd 'n Eddy, Courage the Cowardly Dog, Cow & Chicken, I A.M. Weasel, Dexter's Laboratory, The Powerpuff Girls and Johnny Bravo. This holly-jolly animated collection sure beats a piece of coal in your stocking!","2004"
"Christmas on the Carousel","Romance, Family",884546,"Four lifelong friends convene over winter break for their last Christmas at home together.","2021"
"The Christmas Edition","TV Movie, Romance",744937,"It’s Christmas time and Jackie, an up-and- coming journalist, finds that her life is at a crossroads until she finds an unexpected opportunity – to run a small-town newspaper in Alaska. Jackie decides to give it a try and relocates to the small picture-perfect small town. Using a series of Christmas articles, she’s able to quickly return the newspaper to profitability, and soon falls in love… both with her new home and the handsome son of the paper’s former owner. However, when her old boss announces plans to take over the paper for herself, Jackie will need a Christmas miracle to save it.","2020"
"A Jenkins Family Christmas","Drama",900047,"After burying their father earlier during the year, two sisters have to make Christmas happen without falling in an argument. An unexpected twist will arrive at the festivities.","2021"
"The Cat in the Hat Knows a Lot About Christmas!","Fantasy, Family, Animation, TV Movie",145152,"The Cat in the Hat, Sally, Nick and Fish help a baby reindeer find its way home in time for Christmas.","2012"
"Christmas Wedding Runaway","Romance, TV Movie",655397,"Maggie, a runaway bride, does some soul-searching when she's trapped in a snowed-in cabin with her grandmother and an old flame at Christmas.","2019"
"A Christmas Cruise","Romance, TV Movie, Family, Drama",488925,"When her best friend invites her along for a holiday themed sail, an aspiring novelist, Pam, unexpectedly finds the love of her life on board. But what will happen when the ship returns to port for Christmas?","2017"
"CMA Country Christmas 2018","Family, Music",567954,"Iconic entertainer Reba McEntire, who returns as host for a second year, will also perform during the holiday music special. Joining Reba are legendary acts and country favorites taking the stage for a night filled with Christmas classics and festive one-of-a-kind collaborations.","2018"
"Home for Christmas","Music, Family, Documentary",548558,"Dolly Parton returns home to Sevierville and to Dollywood where she joins her family and friends to share songs and memories of the holidays in this 1990 TV special to accompany her Christmas CD Home for the Holidays.","1990"
"The Christmas Sitters","Comedy, Romance, TV Movie",748901,"Facing holiday flight delays on a return trip from Europe, two parents double-book incompatible babysitters: the mother’s BFF lawyer friend, Nora, and the dad's guitarist half-brother, Max, to look after their two kids and dog. After a rather stormy start, an attraction grows.","2020"
"A Christmas Proposal","Comedy, Romance, TV Movie",42854,"Two lawyers dueling over a proposal to turn a quaint mountain town into a ski resort discover they are former childhood sweethearts. Lisa is fighting to protect the hamlet, big city attorney Rick represents the developer who wants to plow it under. But when a car accident forces Rick to stick around, the small town, and his former beloved, begin to work their magic on him.","2008"
"Charlie's Christmas Wish","Family, Drama",752916,"Coming home from his last deployment, Sgt. Major John Frost arrives a month early and he’s happy to be home for Christmas. He finds his wife, Jill and son Jimmy too busy to give him the welcome he anticipated and in his absence, they have adopted a dog - a little dog named Charlie. John finds solace with the fellow vets at the Moose Lodge until Charlie finds Hank, a retired Vietnam vet, homeless and having suffered a heart attack. John finds his purpose as he rallies friends, family and community to build a new house for the vets and give them a warm Christmas Eve and a new start on civilian life.","2020"
"Every Day Is Christmas","Drama, TV Movie, Fantasy",554288,"Shrewd money manager Alexis Taylor gets the holiday visit of a lifetime. A self-proclaimed workaholic who ‘humbugs’ love, Alexis ends up embracing the spirit of Christmas when her past, present, and future collide, forcing her to risk the one thing money can’t buy: her heart.","2018"
"Christmas Lucky Charm","TV Movie, Comedy, Drama, Romance",1031180,"A single woman swears off dating, after every boyfriend she’s had finds the love of their life immediately after breaking up with her.","2022"
"All I Want for Christmas","Family, Fantasy, Comedy, TV Movie",249042,"After being told by her boss that the company needs to attract more clients, Elizabeth, a skilled executive, meets one of Santa’s helpers, who blesses her with an extraordinary gift allowing Elizabeth to hear everyone’s unspoken thoughts. While first using her new-found power to get ahead at work, she soon learns to become a better person, turning an office rivalry into romance while learning the true meaning of Christmas along the way.","2013"
"A New Lease on Christmas","TV Movie, Romance, Comedy",890340,"A single real estate agent falls for a handsome coffee shop owner - only to discover that the job she just took requires her to evict him from his shop.","2021"
"Me and Mr. Christmas","TV Movie, Comedy, Romance",1194431,"Zoe needs a client to put her new PR business on the map, so she convinces bookstore owner Sam he should enter Mr. Christmas- an annual month-long pageant that has eligible bachelors around town compete in a series of holiday activities. Is it just business or can Sam actually become Zoe’s Mr. Christmas?","2023"
"The Man Who Saved Christmas","Drama, TV Movie",44761,"Alfred Carlton Gilbert invented the Erector Set and is trying to get it onto the toy shelves of the country. A.C. is startled to be summoned to the White House, where top officials ask him to convert the toy factory into a weapons manufacturing company for the duration of the war. ""No"" is really not an option, for fear of being labeled unpatriotic so the switch is made. Later, government officials ask A.C. to be their spokesman for a campaign to avoid ""toy giving"" for the coming holidays and buy war bonds instead. With a young son himself, who looks forward to Christmas like any other child, what will A.C. do this time?","2002"
